variant,source,frame,mode,seeds,r2_mean,r2_std,mae_mean,valid_min,total_min
delta_transfer3,lj_noisy,50,free_rollout,3,-0.7497776128118326,0.06703371531818716,0.0769395777398901,20,20
delta_transfer3,lj_noisy,50,oracle_ae,3,0.40601589906233676,0.0,0.045713786936981894,20,20
delta_transfer3,lj_noisy,50,teacher_forced,3,0.3978293004400439,0.0008029578135055743,0.04587522961448564,20,20
delta_transfer3,lj_noisy,75,constant_acceleration,3,-11.258272582641998,0.0,0.205896960878139,20,20
delta_transfer3,lj_noisy,75,constant_latent,3,-5.003765887193759,0.0,0.1470585342648697,20,20
delta_transfer3,lj_noisy,75,constant_velocity,3,-0.3762234237539801,0.0,0.0664473571384278,20,20
delta_transfer3,lj_noisy,75,constant_velocity_recent,3,-0.1564549862949069,0.0,0.0614031135235912,20,20
delta_transfer3,lj_noisy,75,free_rollout,3,-0.32522978287914,0.008325408836582313,0.0681103166269799,20,20
delta_transfer3,lj_noisy,75,oracle_ae,3,0.512281918935755,0.0,0.0398208125758132,20,20
delta_transfer3,lj_noisy,75,teacher_forced,3,0.5075288102277817,0.00027322469310712033,0.0399109216833989,20,20
delta_transfer3,lj_noisy,100,constant_acceleration,3,-26.543407142519005,0.0,0.3031104416576943,20,20
delta_transfer3,lj_noisy,100,constant_latent,3,-4.708370303602157,0.0,0.1473940744785419,20,20
delta_transfer3,lj_noisy,100,constant_velocity,3,-0.7920252603341359,0.0,0.0813905880267752,20,20
delta_transfer3,lj_noisy,100,constant_velocity_recent,3,-0.5494003633061109,0.0,0.0775816875132033,20,20
