source,frame,total,valid,true_valid,p_ratio_r2,p_ratio_mae,target_variance,position_mse,strain_x_error,strain_y_error,variant,seed
depablo_mixed_temp,100,20,20,20,0.7632390789728163,0.1330273202134236,0.1264354805514444,3.5329040343867746e-05,0.0043394749984145,0.0021111805166583,dimension6,2026
lj_noisy,5,20,20,20,-4.351096628803834,0.0692719216634223,0.0012192600578043,4.473464416676621e-08,0.0003423958900384,0.0001839959601056,dimension6,2026
lj_noisy,10,20,20,20,-1.012527920402761,0.0542430379025056,0.0021538442446725,4.681853065235941e-08,0.0001611124782357,0.0001127822848502,dimension6,2026
lj_noisy,25,20,20,20,0.0792706471791265,0.050730627164208,0.0041168599721615,3.409428032341566e-07,0.0003828218905255,0.0001697687839623,dimension6,2026
lj_noisy,50,20,20,20,0.2535748443247224,0.0500262710521966,0.0047651600463273,1.7177698282466737e-06,0.0007354093948379,0.0002600338717456,dimension6,2026
lj_noisy,75,20,20,20,0.0748675588896583,0.0598614384188958,0.0050961142073924,4.384092903819692e-06,0.0008630575146526,0.0004117110860534,dimension6,2026
lj_noisy,100,20,20,20,-0.3673372658025073,0.0726583001650975,0.0053100823581802,8.950302162702429e-06,0.0013352854177355,0.0006989603978581,dimension6,2026
reid,5,20,20,20,-4.010060189750975,0.2928903628912879,0.0215407678341569,5.38335612532137e-08,0.0002453450550092,0.0002921902898378,dimension6,2026
reid,10,20,20,20,-1.5578179266910617,0.2365609738531882,0.0283466184553629,8.948926599749997e-08,0.0002586748625617,0.0003725650120031,dimension6,2026
reid,25,20,20,20,0.333449412641982,0.129583661429404,0.0340742914742546,3.574424621177741e-07,0.0004232769366353,0.0004790555940417,dimension6,2026
reid,50,20,20,20,0.8160286702789188,0.0642178320927662,0.03674579830514,1.4939650100131984e-06,0.0007142874877899,0.0004326165217207,dimension6,2026
reid,75,20,20,20,0.929603419489351,0.0393838379029307,0.0381454871288846,3.634982103051243e-06,0.0010639000218361,0.0004078355552337,dimension6,2026
reid,100,20,20,20,0.9398945140065582,0.03804628474944,0.0392619338029476,7.516002386864784e-06,0.0018152242526412,0.0005571695597609,dimension6,2026
depablo_low_temp,5,20,20,20,0.209774492481042,0.1832693564360097,0.0635535199374179,1.7719384501901913e-07,0.0009222553402651,0.0001923567995618,dimension8,3456456
depablo_low_temp,10,20,20,20,0.6672885570476217,0.1448251772111612,0.0890919672458267,1.1483775623766234e-07,0.0005293863359838,0.000219926743739,dimension8,3456456
depablo_low_temp,25,20,20,20,0.9246902872270822,0.0791567753958148,0.1113451632350467,2.2068095724137042e-07,0.0005058303242549,0.0003163999383104,dimension8,3456456
depablo_low_temp,50,20,20,20,0.9749911271083068,0.044804166812074,0.121923909291221,7.332900793244335e-07,0.0007893602130934,0.0004479585346416,dimension8,3456456
depablo_low_temp,75,20,20,20,0.9713559572466212,0.0470788023599958,0.1271388104990921,1.7295032904485196e-06,0.0010841368231922,0.0007300023309653,dimension8,3456456
depablo_low_temp,100,20,20,20,0.923182556517237,0.0724181348175263,0.1309363081666797,3.939946572018016e-06,0.0017452694941312,0.001171944712405,dimension8,3456456
depablo_mixed_temp,5,20,20,20,-0.2215259436281589,0.4346109484986725,0.2267994575756468,6.43125101618125e-05,0.0105023209500359,0.0034336410208197,dimension8,3456456
depablo_mixed_temp,10,20,20,20,0.0059086204834301,0.3208758410974489,0.1792210970466572,6.716143880751702e-05,0.0105601065559312,0.0037994094578607,dimension8,3456456
depablo_mixed_temp,25,20,20,20,0.0532013865357849,0.2801962832652562,0.1814265265332104,6.094177268352041e-05,0.0094688381999731,0.0032564848661422,dimension8,3456456
depablo_mixed_temp,50,20,20,20,0.2831744297109317,0.2100254153429212,0.1290510646927359,5.3353031016456495e-05,0.0081313429167494,0.0034384937098366,dimension8,3456456
depablo_mixed_temp,75,20,20,20,0.157319102911557,0.2329705647339996,0.1721180025747532,4.417338626296896e-05,0.0066114976070821,0.0034113486966816,dimension8,3456456
depablo_mixed_temp,100,20,20,20,0.2287675442569459,0.1945171650035863,0.1264354805514444,6.034298812664929e-05,0.0066022987943142,0.0039122999587561,dimension8,3456456
lj_noisy,5,20,20,20,-21.59753395207932,0.141965012418417,0.0012192600578043,1.843448616867249e-07,0.00102797622676,0.0002148646934074,dimension8,3456456
lj_noisy,10,20,20,20,-4.937673743214349,0.0993676353257593,0.0021538442446725,9.884408758153997e-08,0.000616188411368,0.0001886217622086,dimension8,3456456
lj_noisy,25,20,20,20,0.3597610746392444,0.041806015901396,0.0041168599721615,3.618116473091959e-07,0.0003873845096677,0.0002210642327554,dimension8,3456456
lj_noisy,50,20,20,20,0.4236139307437923,0.039672645138913,0.0047651600463273,1.7927917525639714e-06,0.0008743564831092,0.0003299813775811,dimension8,3456456
lj_noisy,75,20,20,20,0.4279327753094369,0.0406145581685536,0.0050961142073924,4.4935229311704464e-06,0.0010581105249002,0.0004349615715909,dimension8,3456456
lj_noisy,100,20,20,20,0.4775641195060203,0.0383072159256019,0.0053100823581802,8.67530527557392e-06,0.0011793497018516,0.0003688250901177,dimension8,3456456
reid,5,20,20,20,-6.65609752440348,0.3052528586899909,0.0215407678341569,4.4707691193579536e-08,0.0002584747620858,0.0001638528026887,dimension8,3456456
reid,10,20,20,20,0.0141619777304774,0.1330351891498511,0.0283466184553629,1.0831625214535735e-07,0.000427900039358,0.0001966088722838,dimension8,3456456
reid,25,20,20,20,0.7613621382249022,0.0778216197015099,0.0340742914742546,3.8148659697867526e-07,0.0006050932337529,0.000320792801358,dimension8,3456456
